lineage,transfer,ln_cn,copy_number,n_reps,genotype,context
TFMN4.exp1.fbaWT.2,30,1.4609379041156563,4.31,1,fbaWT,TFMN4 exp1
TFMN4.exp1.fbaWT.3,8,0.02078253918252841,1.021,1,fbaWT,TFMN4 exp1
TFMN4.exp1.fbaWT.3,9,0.40879289820083897,1.505,1,fbaWT,TFMN4 exp1
TFMN4.exp1.fbaWT.3,30,0.6243328645595856,1.867,1,fbaWT,TFMN4 exp1
TFMN4.exp1.fbaWT.4,8,0.03246719013750141,1.033,1,fbaWT,TFMN4 exp1
TFMN4.exp1.fbaWT.4,9,0.27383666562972786,1.315,1,fbaWT,TFMN4 exp1
TFMN4.exp1.fbaWT.4,30,-0.03252319170556006,0.968,1,fbaWT,TFMN4 exp1
TFMN4.exp1.fbaWT.5,8,0.0962188577405429,1.101,1,fbaWT,TFMN4 exp1
TFMN4.exp1.fbaWT.5,9,0.3625576070968879,1.437,1,fbaWT,TFMN4 exp1
TFMN4.exp1.fbaWT.5,30,1.3732091215712352,3.948,1,fbaWT,TFMN4 exp1
TFMN4.exp1.noDNA.1,9,0.39339252687389514,1.482,1,noDNA,control (noDNA)
TFMN4.exp1.noDNA.1,30,1.3514440836841441,3.863,1,noDNA,control (noDNA)
TFMN4.exp1.noDNA.2,9,0.1996701951285677,1.221,1,noDNA,control (noDNA)
TFMN4.exp1.noDNA.2,30,0.7163753066791525,2.047,1,noDNA,control (noDNA)
TFMN4.exp1.noDNA.3,9,0.18564934688662926,1.204,1,noDNA,control (noDNA)
TFMN4.exp1.noDNA.3,30,0.911881023385455,2.489,1,noDNA,control (noDNA)
TFMN4.exp1.noDNA.4,9,0.19638881400539018,1.217,1,noDNA,control (noDNA)
TFMN4.exp1.noDNA.4,30,1.604224345381213,4.974,1,noDNA,control (noDNA)
TFMN4.exp1.noDNA.5,9,0.16889853646181388,1.184,1,noDNA,control (noDNA)
TFMN4.exp1.noDNA.5,30,0.9497255079603925,2.585,1,noDNA,control (noDNA)
TFMN4.exp1.tpiAMUT.1,8,-0.11316869810563798,0.893,1,tpiAMUT,TFMN4 exp1
TFMN4.exp1.tpiAMUT.1,9,0.04783732941416006,1.049,1,tpiAMUT,TFMN4 exp1
TFMN4.exp1.tpiAMUT.1,30,-0.11991029667255755,0.887,1,tpiAMUT,TFMN4 exp1
TFMN4.exp1.tpiAMUT.2,8,-0.3229638865964207,0.724,1,tpiAMUT,TFMN4 exp1
TFMN4.exp1.tpiAMUT.2,9,-0.2836900511822435,0.753,1,tpiAMUT,TFMN4 exp1
TFMN4.exp1.tpiAMUT.2,30,-0.10314075891951337,0.902,1,tpiAMUT,TFMN4 exp1
TFMN4.exp1.tpiAMUT.3,8,-0.1947990783050673,0.823,1,tpiAMUT,TFMN4 exp1
TFMN4.exp1.tpiAMUT.3,9,-0.25360275879891825,0.776,1,tpiAMUT,TFMN4 exp1
TFMN4.exp1.tpiAMUT.3,30,-0.03149066709137085,0.969,1,tpiAMUT,TFMN4 exp1
TFMN4.exp1.tpiAMUT.4,8,-0.18632957819149348,0.83,1,tpiAMUT,TFMN4 exp1
TFMN4.exp1.tpiAMUT.4,9,-0.15899573149045795,0.853,1,tpiAMUT,TFMN4 exp1
TFMN4.exp1.tpiAMUT.4,30,-0.1755445725149309,0.839,1,tpiAMUT,TFMN4 exp1
TFMN4.exp1.tpiAMUT.5,8,-0.1755445725149309,0.839,1,tpiAMUT,TFMN4 exp1
TFMN4.exp1.tpiAMUT.5,9,-0.09541018480465818,0.909,1,tpiAMUT,TFMN4 exp1
TFMN4.exp1.tpiAMUT.5,30,-0.05551270993025883,0.946,1,tpiAMUT,TFMN4 exp1
TFMN4.exp1.tpiAWT.1,8,-0.046043938501406846,0.955,1,tpiAWT,TFMN4 exp1
TFMN4.exp1.tpiAWT.1,9,0.35276731910771536,1.423,1,tpiAWT,TFMN4 exp1
TFMN4.exp1.tpiAWT.1,30,1.421661504957182,4.144,1,tpiAWT,TFMN4 exp1
TFMN4.exp1.tpiAWT.2,8,0.09893994785490365,1.104,1,tpiAWT,TFMN4 exp1
TFMN4.exp1.tpiAWT.2,9,0.3653373170173851,1.441,1,tpiAWT,TFMN4 exp1
TFMN4.exp1.tpiAWT.2,30,1.2131307421107016,3.364,1,tpiAWT,TFMN4 exp1
TFMN4.exp1.tpiAWT.3,8,-0.11765804346823246,0.889,1,tpiAWT,TFMN4 exp1
TFMN4.exp1.tpiAWT.3,9,0.34145977813225203,1.407,1,tpiAWT,TFMN4 exp1
TFMN4.exp1.tpiAWT.3,30,0.1587116911548208,1.172,1,tpiAWT,TFMN4 exp1
TFMN4.exp1.tpiAWT.4,8,0.04401688541677426,1.045,1,tpiAWT,TFMN4 exp1
TFMN4.exp1.tpiAWT.4,9,0.5382462193419829,1.713,1,tpiAWT,TFMN4 exp1
TFMN4.exp1.tpiAWT.4,30,1.4281558152148082,4.171,1,tpiAWT,TFMN4 exp1
TFMN4.exp1.tpiAWT.5,8,0.11243542932978817,1.119,1,tpiAWT,TFMN4 exp1
TFMN4.exp1.tpiAWT.5,9,0.4421184257561999,1.556,1,tpiAWT,TFMN4 exp1
TFMN4.exp1.tpiAWT.5,30,0.7400307664587957,2.096,1,tpiAWT,TFMN4 exp1
