series,transfer,reading,od,Condition,Microtiter_plate_well,background,datetime
exp2,4,4,0.048,Methoxybenzoate 4 mM + Kan,D9,0.0385277777777777,2026-04-13 09:59:26.738630
exp2,4,4,0.044,Methoxybenzoate 4 mM + Kan,D10,0.0385277777777777,2026-04-13 09:59:26.738630
exp2,4,4,0.04,Methoxybenzoate 4 mM + Kan,E4,0.0385277777777777,2026-04-13 09:59:26.738630
exp2,4,4,0.04,Methoxybenzoate 4 mM + Kan,E9,0.0385277777777777,2026-04-13 09:59:26.738630
exp2,4,4,0.042,Methoxybenzoate 4 mM + Kan,F4,0.0385277777777777,2026-04-13 09:59:26.738630
exp2,4,5,0.072,Methoxybenzoate 4 mM + Kan,B4,0.0367777777777777,2026-04-13 12:17:46.107329
exp2,4,5,0.037,Methoxybenzoate 4 mM + Kan,B5,0.0367777777777777,2026-04-13 12:17:46.107329
exp2,4,5,0.051,Methoxybenzoate 4 mM + Kan,C4,0.0367777777777777,2026-04-13 12:17:46.107329
exp2,4,5,0.048,Methoxybenzoate 4 mM + Kan,C9,0.0367777777777777,2026-04-13 12:17:46.107329
exp2,4,5,0.226,Methoxybenzoate 4 mM + Kan,D4,0.0367777777777777,2026-04-13 12:17:46.107329
exp2,4,5,0.036,Methoxybenzoate 4 mM + Kan,D5,0.0367777777777777,2026-04-13 12:17:46.107329
exp2,4,5,0.054,Methoxybenzoate 4 mM + Kan,D9,0.0367777777777777,2026-04-13 12:17:46.107329
exp2,4,5,0.043,Methoxybenzoate 4 mM + Kan,D10,0.0367777777777777,2026-04-13 12:17:46.107329
exp2,4,5,0.041,Methoxybenzoate 4 mM + Kan,E4,0.0367777777777777,2026-04-13 12:17:46.107329
exp2,4,5,0.037,Methoxybenzoate 4 mM + Kan,E9,0.0367777777777777,2026-04-13 12:17:46.107329
exp2,4,5,0.043,Methoxybenzoate 4 mM + Kan,F4,0.0367777777777777,2026-04-13 12:17:46.107329
exp2,4,6,0.121,Methoxybenzoate 4 mM + Kan,B4,0.0384166666666666,2026-04-13 14:27:01.571432
exp2,4,6,0.041,Methoxybenzoate 4 mM + Kan,B5,0.0384166666666666,2026-04-13 14:27:01.571432
exp2,4,6,0.057,Methoxybenzoate 4 mM + Kan,C4,0.0384166666666666,2026-04-13 14:27:01.571432
exp2,4,6,0.057,Methoxybenzoate 4 mM + Kan,C9,0.0384166666666666,2026-04-13 14:27:01.571432
exp2,4,6,0.279,Methoxybenzoate 4 mM + Kan,D4,0.0384166666666666,2026-04-13 14:27:01.571432
exp2,4,6,0.039,Methoxybenzoate 4 mM + Kan,D5,0.0384166666666666,2026-04-13 14:27:01.571432
exp2,4,6,0.064,Methoxybenzoate 4 mM + Kan,D9,0.0384166666666666,2026-04-13 14:27:01.571432
exp2,4,6,0.048,Methoxybenzoate 4 mM + Kan,D10,0.0384166666666666,2026-04-13 14:27:01.571432
exp2,4,6,0.044,Methoxybenzoate 4 mM + Kan,E4,0.0384166666666666,2026-04-13 14:27:01.571432
exp2,4,6,0.043,Methoxybenzoate 4 mM + Kan,E9,0.0384166666666666,2026-04-13 14:27:01.571432
exp2,4,6,0.048,Methoxybenzoate 4 mM + Kan,F4,0.0384166666666666,2026-04-13 14:27:01.571432
exp2,4,7,0.161,Methoxybenzoate 4 mM + Kan,B4,0.0367777777777777,2026-04-13 16:36:29.892036
exp2,4,7,0.041,Methoxybenzoate 4 mM + Kan,B5,0.0367777777777777,2026-04-13 16:36:29.892036
exp2,4,7,0.066,Methoxybenzoate 4 mM + Kan,C4,0.0367777777777777,2026-04-13 16:36:29.892036
exp2,4,7,0.067,Methoxybenzoate 4 mM + Kan,C9,0.0367777777777777,2026-04-13 16:36:29.892036
exp2,4,7,0.341,Methoxybenzoate 4 mM + Kan,D4,0.0367777777777777,2026-04-13 16:36:29.892036
exp2,4,7,0.038,Methoxybenzoate 4 mM + Kan,D5,0.0367777777777777,2026-04-13 16:36:29.892036
exp2,4,7,0.092,Methoxybenzoate 4 mM + Kan,D9,0.0367777777777777,2026-04-13 16:36:29.892036
exp2,4,7,0.052,Methoxybenzoate 4 mM + Kan,D10,0.0367777777777777,2026-04-13 16:36:29.892036
exp2,4,7,0.044,Methoxybenzoate 4 mM + Kan,E4,0.0367777777777777,2026-04-13 16:36:29.892036
exp2,4,7,0.042,Methoxybenzoate 4 mM + Kan,E9,0.0367777777777777,2026-04-13 16:36:29.892036
exp2,4,7,0.051,Methoxybenzoate 4 mM + Kan,F4,0.0367777777777777,2026-04-13 16:36:29.892036
exp2,4,8,0.181,Methoxybenzoate 4 mM + Kan,B4,0.0368888888888888,2026-04-13 18:46:10.246270
exp2,4,8,0.041,Methoxybenzoate 4 mM + Kan,B5,0.0368888888888888,2026-04-13 18:46:10.246270
exp2,4,8,0.128,Methoxybenzoate 4 mM + Kan,C4,0.0368888888888888,2026-04-13 18:46:10.246270
exp2,4,8,0.074,Methoxybenzoate 4 mM + Kan,C9,0.0368888888888888,2026-04-13 18:46:10.246270
exp2,4,8,0.414,Methoxybenzoate 4 mM + Kan,D4,0.0368888888888888,2026-04-13 18:46:10.246270
exp2,4,8,0.039,Methoxybenzoate 4 mM + Kan,D5,0.0368888888888888,2026-04-13 18:46:10.246270
exp2,4,8,0.083,Methoxybenzoate 4 mM + Kan,D9,0.0368888888888888,2026-04-13 18:46:10.246270
exp2,4,8,0.055,Methoxybenzoate 4 mM + Kan,D10,0.0368888888888888,2026-04-13 18:46:10.246270
exp2,4,8,0.048,Methoxybenzoate 4 mM + Kan,E4,0.0368888888888888,2026-04-13 18:46:10.246270
exp2,4,8,0.044,Methoxybenzoate 4 mM + Kan,E9,0.0368888888888888,2026-04-13 18:46:10.246270
exp2,4,8,0.061,Methoxybenzoate 4 mM + Kan,F4,0.0368888888888888,2026-04-13 18:46:10.246270
exp2,4,9,0.181,Methoxybenzoate 4 mM + Kan,B4,0.0371666666666666,2026-04-13 20:55:14.116148
exp2,4,9,0.045,Methoxybenzoate 4 mM + Kan,B5,0.0371666666666666,2026-04-13 20:55:14.116148
exp2,4,9,0.172,Methoxybenzoate 4 mM + Kan,C4,0.0371666666666666,2026-04-13 20:55:14.116148
exp2,4,9,0.156,Methoxybenzoate 4 mM + Kan,C9,0.0371666666666666,2026-04-13 20:55:14.116148
exp2,4,9,0.409,Methoxybenzoate 4 mM + Kan,D4,0.0371666666666666,2026-04-13 20:55:14.116148
exp2,4,9,0.039,Methoxybenzoate 4 mM + Kan,D5,0.0371666666666666,2026-04-13 20:55:14.116148
exp2,4,9,0.108,Methoxybenzoate 4 mM + Kan,D9,0.0371666666666666,2026-04-13 20:55:14.116148
exp2,4,9,0.077,Methoxybenzoate 4 mM + Kan,D10,0.0371666666666666,2026-04-13 20:55:14.116148
exp2,4,9,0.056,Methoxybenzoate 4 mM + Kan,E4,0.0371666666666666,2026-04-13 20:55:14.116148
exp2,4,9,0.053,Methoxybenzoate 4 mM + Kan,E9,0.0371666666666666,2026-04-13 20:55:14.116148
exp2,4,9,0.137,Methoxybenzoate 4 mM + Kan,F4,0.0371666666666666,2026-04-13 20:55:14.116148
exp2,4,10,0.209,Methoxybenzoate 4 mM + Kan,B4,0.0376388888888888,2026-04-13 23:13:59.940591
exp2,4,10,0.051,Methoxybenzoate 4 mM + Kan,B5,0.0376388888888888,2026-04-13 23:13:59.940591
exp2,4,10,0.19,Methoxybenzoate 4 mM + Kan,C4,0.0376388888888888,2026-04-13 23:13:59.940591
exp2,4,10,0.155,Methoxybenzoate 4 mM + Kan,C9,0.0376388888888888,2026-04-13 23:13:59.940591
exp2,4,10,0.42,Methoxybenzoate 4 mM + Kan,D4,0.0376388888888888,2026-04-13 23:13:59.940591
exp2,4,10,0.044,Methoxybenzoate 4 mM + Kan,D5,0.0376388888888888,2026-04-13 23:13:59.940591
exp2,4,10,0.125,Methoxybenzoate 4 mM + Kan,D9,0.0376388888888888,2026-04-13 23:13:59.940591
exp2,4,10,0.09,Methoxybenzoate 4 mM + Kan,D10,0.0376388888888888,2026-04-13 23:13:59.940591
exp2,4,10,0.087,Methoxybenzoate 4 mM + Kan,E4,0.0376388888888888,2026-04-13 23:13:59.940591
exp2,4,10,0.072,Methoxybenzoate 4 mM + Kan,E9,0.0376388888888888,2026-04-13 23:13:59.940591
exp2,4,10,0.186,Methoxybenzoate 4 mM + Kan,F4,0.0376388888888888,2026-04-13 23:13:59.940591
exp2,4,11,0.222,Methoxybenzoate 4 mM + Kan,B4,0.03825,2026-04-14 01:23:30.140495
exp2,4,11,0.06,Methoxybenzoate 4 mM + Kan,B5,0.03825,2026-04-14 01:23:30.140495
exp2,4,11,0.169,Methoxybenzoate 4 mM + Kan,C4,0.03825,2026-04-14 01:23:30.140495
exp2,4,11,0.166,Methoxybenzoate 4 mM + Kan,C9,0.03825,2026-04-14 01:23:30.140495
exp2,4,11,0.42,Methoxybenzoate 4 mM + Kan,D4,0.03825,2026-04-14 01:23:30.140495
exp2,4,11,0.052,Methoxybenzoate 4 mM + Kan,D5,0.03825,2026-04-14 01:23:30.140495
exp2,4,11,0.208,Methoxybenzoate 4 mM + Kan,D9,0.03825,2026-04-14 01:23:30.140495
exp2,4,11,0.139,Methoxybenzoate 4 mM + Kan,D10,0.03825,2026-04-14 01:23:30.140495
exp2,4,11,0.154,Methoxybenzoate 4 mM + Kan,E4,0.03825,2026-04-14 01:23:30.140495
exp2,4,11,0.145,Methoxybenzoate 4 mM + Kan,E9,0.03825,2026-04-14 01:23:30.140495
exp2,4,11,0.212,Methoxybenzoate 4 mM + Kan,F4,0.03825,2026-04-14 01:23:30.140495
exp2,4,12,0.279,Methoxybenzoate 4 mM + Kan,B4,0.0384722222222222,2026-04-14 03:33:22.376176
exp2,4,12,0.072,Methoxybenzoate 4 mM + Kan,B5,0.0384722222222222,2026-04-14 03:33:22.376176
exp2,4,12,0.192,Methoxybenzoate 4 mM + Kan,C4,0.0384722222222222,2026-04-14 03:33:22.376176
exp2,4,12,0.223,Methoxybenzoate 4 mM + Kan,C9,0.0384722222222222,2026-04-14 03:33:22.376176
exp2,4,12,0.416,Methoxybenzoate 4 mM + Kan,D4,0.0384722222222222,2026-04-14 03:33:22.376176
exp2,4,12,0.058,Methoxybenzoate 4 mM + Kan,D5,0.0384722222222222,2026-04-14 03:33:22.376176
exp2,4,12,0.247,Methoxybenzoate 4 mM + Kan,D9,0.0384722222222222,2026-04-14 03:33:22.376176
exp2,4,12,0.148,Methoxybenzoate 4 mM + Kan,D10,0.0384722222222222,2026-04-14 03:33:22.376176
exp2,4,12,0.179,Methoxybenzoate 4 mM + Kan,E4,0.0384722222222222,2026-04-14 03:33:22.376176
exp2,4,12,0.161,Methoxybenzoate 4 mM + Kan,E9,0.0384722222222222,2026-04-14 03:33:22.376176
exp2,4,12,0.236,Methoxybenzoate 4 mM + Kan,F4,0.0384722222222222,2026-04-14 03:33:22.376176
exp2,5,contam,0.041,Methoxybenzoate 4 mM + Kan,B4,0.0399444444444444,2026-04-14 03:40:32.883902
exp2,5,contam,0.038,Methoxybenzoate 4 mM + Kan,B5,0.0399444444444444,2026-04-14 03:40:32.883902
exp2,5,contam,0.043,Methoxybenzoate 4 mM + Kan,C4,0.0399444444444444,2026-04-14 03:40:32.883902
exp2,5,contam,0.04,Methoxybenzoate 4 mM + Kan,C9,0.0399444444444444,2026-04-14 03:40:32.883902
exp2,5,contam,0.037,Methoxybenzoate 4 mM + Kan,D4,0.0399444444444444,2026-04-14 03:40:32.883902
exp2,5,contam,0.038,Methoxybenzoate 4 mM + Kan,D5,0.0399444444444444,2026-04-14 03:40:32.883902
exp2,5,contam,0.037,Methoxybenzoate 4 mM + Kan,D9,0.0399444444444444,2026-04-14 03:40:32.883902
exp2,5,contam,0.044,Methoxybenzoate 4 mM + Kan,D10,0.0399444444444444,2026-04-14 03:40:32.883902
exp2,5,contam,0.042,Methoxybenzoate 4 mM + Kan,E4,0.0399444444444444,2026-04-14 03:40:32.883902
exp2,5,contam,0.038,Methoxybenzoate 4 mM + Kan,E9,0.0399444444444444,2026-04-14 03:40:32.883902
exp2,5,contam,0.04,Methoxybenzoate 4 mM + Kan,F4,0.0399444444444444,2026-04-14 03:40:32.883902
exp2,5,0,0.084,Methoxybenzoate 4 mM + Kan,B4,0.0384444444444444,2026-04-14 04:00:59.328016
exp2,5,0,0.041,Methoxybenzoate 4 mM + Kan,B5,0.0384444444444444,2026-04-14 04:00:59.328016
exp2,5,0,0.059,Methoxybenzoate 4 mM + Kan,C4,0.0384444444444444,2026-04-14 04:00:59.328016
exp2,5,0,0.065,Methoxybenzoate 4 mM + Kan,C9,0.0384444444444444,2026-04-14 04:00:59.328016
exp2,5,0,0.077,Methoxybenzoate 4 mM + Kan,D4,0.0384444444444444,2026-04-14 04:00:59.328016
exp2,5,0,0.038,Methoxybenzoate 4 mM + Kan,D5,0.0384444444444444,2026-04-14 04:00:59.328016
exp2,5,0,0.065,Methoxybenzoate 4 mM + Kan,D9,0.0384444444444444,2026-04-14 04:00:59.328016
exp2,5,0,0.051,Methoxybenzoate 4 mM + Kan,D10,0.0384444444444444,2026-04-14 04:00:59.328016
exp2,5,0,0.041,Methoxybenzoate 4 mM + Kan,E4,0.0384444444444444,2026-04-14 04:00:59.328016
exp2,5,0,0.043,Methoxybenzoate 4 mM + Kan,E9,0.0384444444444444,2026-04-14 04:00:59.328016
exp2,5,0,0.049,Methoxybenzoate 4 mM + Kan,F4,0.0384444444444444,2026-04-14 04:00:59.328016
exp2,5,1,0.151,Methoxybenzoate 4 mM + Kan,B4,0.0396944444444444,2026-04-14 06:10:14.936469
exp2,5,1,0.042,Methoxybenzoate 4 mM + Kan,B5,0.0396944444444444,2026-04-14 06:10:14.936469
exp2,5,1,0.086,Methoxybenzoate 4 mM + Kan,C4,0.0396944444444444,2026-04-14 06:10:14.936469
exp2,5,1,0.122,Methoxybenzoate 4 mM + Kan,C9,0.0396944444444444,2026-04-14 06:10:14.936469
exp2,5,1,0.145,Methoxybenzoate 4 mM + Kan,D4,0.0396944444444444,2026-04-14 06:10:14.936469
exp2,5,1,0.038,Methoxybenzoate 4 mM + Kan,D5,0.0396944444444444,2026-04-14 06:10:14.936469
exp2,5,1,0.14,Methoxybenzoate 4 mM + Kan,D9,0.0396944444444444,2026-04-14 06:10:14.936469
exp2,5,1,0.055,Methoxybenzoate 4 mM + Kan,D10,0.0396944444444444,2026-04-14 06:10:14.936469
exp2,5,1,0.044,Methoxybenzoate 4 mM + Kan,E4,0.0396944444444444,2026-04-14 06:10:14.936469
exp2,5,1,0.046,Methoxybenzoate 4 mM + Kan,E9,0.0396944444444444,2026-04-14 06:10:14.936469
exp2,5,1,0.079,Methoxybenzoate 4 mM + Kan,F4,0.0396944444444444,2026-04-14 06:10:14.936469
exp2,5,2,0.242,Methoxybenzoate 4 mM + Kan,B4,0.0386388888888889,2026-04-14 08:19:52.667214
exp2,5,2,0.041,Methoxybenzoate 4 mM + Kan,B5,0.0386388888888889,2026-04-14 08:19:52.667214
exp2,5,2,0.154,Methoxybenzoate 4 mM + Kan,C4,0.0386388888888889,2026-04-14 08:19:52.667214
exp2,5,2,0.195,Methoxybenzoate 4 mM + Kan,C9,0.0386388888888889,2026-04-14 08:19:52.667214
exp2,5,2,0.205,Methoxybenzoate 4 mM + Kan,D4,0.0386388888888889,2026-04-14 08:19:52.667214
exp2,5,2,0.037,Methoxybenzoate 4 mM + Kan,D5,0.0386388888888889,2026-04-14 08:19:52.667214
exp2,5,2,0.175,Methoxybenzoate 4 mM + Kan,D9,0.0386388888888889,2026-04-14 08:19:52.667214
exp2,5,2,0.063,Methoxybenzoate 4 mM + Kan,D10,0.0386388888888889,2026-04-14 08:19:52.667214
exp2,5,2,0.044,Methoxybenzoate 4 mM + Kan,E4,0.0386388888888889,2026-04-14 08:19:52.667214
exp2,5,2,0.046,Methoxybenzoate 4 mM + Kan,E9,0.0386388888888889,2026-04-14 08:19:52.667214
exp2,5,2,0.162,Methoxybenzoate 4 mM + Kan,F4,0.0386388888888889,2026-04-14 08:19:52.667214
exp2,5,3,0.28,Methoxybenzoate 4 mM + Kan,B4,0.03875,2026-04-14 10:28:56.200334
exp2,5,3,0.041,Methoxybenzoate 4 mM + Kan,B5,0.03875,2026-04-14 10:28:56.200334
exp2,5,3,0.178,Methoxybenzoate 4 mM + Kan,C4,0.03875,2026-04-14 10:28:56.200334
exp2,5,3,0.228,Methoxybenzoate 4 mM + Kan,C9,0.03875,2026-04-14 10:28:56.200334
exp2,5,3,0.233,Methoxybenzoate 4 mM + Kan,D4,0.03875,2026-04-14 10:28:56.200334
exp2,5,3,0.037,Methoxybenzoate 4 mM + Kan,D5,0.03875,2026-04-14 10:28:56.200334
exp2,5,3,0.223,Methoxybenzoate 4 mM + Kan,D9,0.03875,2026-04-14 10:28:56.200334
exp2,5,3,0.066,Methoxybenzoate 4 mM + Kan,D10,0.03875,2026-04-14 10:28:56.200334
exp2,5,3,0.044,Methoxybenzoate 4 mM + Kan,E4,0.03875,2026-04-14 10:28:56.200334
exp2,5,3,0.05,Methoxybenzoate 4 mM + Kan,E9,0.03875,2026-04-14 10:28:56.200334
exp2,5,3,0.18,Methoxybenzoate 4 mM + Kan,F4,0.03875,2026-04-14 10:28:56.200334
exp2,5,4,0.318,Methoxybenzoate 4 mM + Kan,B4,0.0388611111111111,2026-04-14 12:38:08.829509
exp2,5,4,0.041,Methoxybenzoate 4 mM + Kan,B5,0.0388611111111111,2026-04-14 12:38:08.829509
exp2,5,4,0.204,Methoxybenzoate 4 mM + Kan,C4,0.0388611111111111,2026-04-14 12:38:08.829509
exp2,5,4,0.252,Methoxybenzoate 4 mM + Kan,C9,0.0388611111111111,2026-04-14 12:38:08.829509
exp2,5,4,0.278,Methoxybenzoate 4 mM + Kan,D4,0.0388611111111111,2026-04-14 12:38:08.829509
exp2,5,4,0.037,Methoxybenzoate 4 mM + Kan,D5,0.0388611111111111,2026-04-14 12:38:08.829509
exp2,5,4,0.25,Methoxybenzoate 4 mM + Kan,D9,0.0388611111111111,2026-04-14 12:38:08.829509
exp2,5,4,0.077,Methoxybenzoate 4 mM + Kan,D10,0.0388611111111111,2026-04-14 12:38:08.829509
exp2,5,4,0.048,Methoxybenzoate 4 mM + Kan,E4,0.0388611111111111,2026-04-14 12:38:08.829509
exp2,5,4,0.051,Methoxybenzoate 4 mM + Kan,E9,0.0388611111111111,2026-04-14 12:38:08.829509
exp2,5,4,0.214,Methoxybenzoate 4 mM + Kan,F4,0.0388611111111111,2026-04-14 12:38:08.829509
exp2,5,5,0.377,Methoxybenzoate 4 mM + Kan,B4,0.0381111111111111,2026-04-14 14:56:49.082505
exp2,5,5,0.044,Methoxybenzoate 4 mM + Kan,B5,0.0381111111111111,2026-04-14 14:56:49.082505
exp2,5,5,0.229,Methoxybenzoate 4 mM + Kan,C4,0.0381111111111111,2026-04-14 14:56:49.082505
exp2,5,5,0.301,Methoxybenzoate 4 mM + Kan,C9,0.0381111111111111,2026-04-14 14:56:49.082505
exp2,5,5,0.344,Methoxybenzoate 4 mM + Kan,D4,0.0381111111111111,2026-04-14 14:56:49.082505
exp2,5,5,0.04,Methoxybenzoate 4 mM + Kan,D5,0.0381111111111111,2026-04-14 14:56:49.082505
exp2,5,5,0.277,Methoxybenzoate 4 mM + Kan,D9,0.0381111111111111,2026-04-14 14:56:49.082505
exp2,5,5,0.151,Methoxybenzoate 4 mM + Kan,D10,0.0381111111111111,2026-04-14 14:56:49.082505
exp2,5,5,0.047,Methoxybenzoate 4 mM + Kan,E4,0.0381111111111111,2026-04-14 14:56:49.082505
exp2,5,5,0.059,Methoxybenzoate 4 mM + Kan,E9,0.0381111111111111,2026-04-14 14:56:49.082505
exp2,5,5,0.251,Methoxybenzoate 4 mM + Kan,F4,0.0381111111111111,2026-04-14 14:56:49.082505
exp2,5,6,0.404,Methoxybenzoate 4 mM + Kan,B4,0.0386111111111111,2026-04-14 17:06:08.268133
exp2,5,6,0.046,Methoxybenzoate 4 mM + Kan,B5,0.0386111111111111,2026-04-14 17:06:08.268133
exp2,5,6,0.258,Methoxybenzoate 4 mM + Kan,C4,0.0386111111111111,2026-04-14 17:06:08.268133
exp2,5,6,0.348,Methoxybenzoate 4 mM + Kan,C9,0.0386111111111111,2026-04-14 17:06:08.268133
exp2,5,6,0.408,Methoxybenzoate 4 mM + Kan,D4,0.0386111111111111,2026-04-14 17:06:08.268133
exp2,5,6,0.039,Methoxybenzoate 4 mM + Kan,D5,0.0386111111111111,2026-04-14 17:06:08.268133
exp2,5,6,0.346,Methoxybenzoate 4 mM + Kan,D9,0.0386111111111111,2026-04-14 17:06:08.268133
exp2,5,6,0.196,Methoxybenzoate 4 mM + Kan,D10,0.0386111111111111,2026-04-14 17:06:08.268133
exp2,5,6,0.049,Methoxybenzoate 4 mM + Kan,E4,0.0386111111111111,2026-04-14 17:06:08.268133
exp2,5,6,0.072,Methoxybenzoate 4 mM + Kan,E9,0.0386111111111111,2026-04-14 17:06:08.268133
exp2,5,6,0.3,Methoxybenzoate 4 mM + Kan,F4,0.0386111111111111,2026-04-14 17:06:08.268133
exp2,5,7,0.408,Methoxybenzoate 4 mM + Kan,B4,0.0388055555555555,2026-04-14 19:15:41.859228
exp2,5,7,0.047,Methoxybenzoate 4 mM + Kan,B5,0.0388055555555555,2026-04-14 19:15:41.859228
exp2,5,7,0.299,Methoxybenzoate 4 mM + Kan,C4,0.0388055555555555,2026-04-14 19:15:41.859228
exp2,5,7,0.395,Methoxybenzoate 4 mM + Kan,C9,0.0388055555555555,2026-04-14 19:15:41.859228
exp2,5,7,0.421,Methoxybenzoate 4 mM + Kan,D4,0.0388055555555555,2026-04-14 19:15:41.859228
exp2,5,7,0.039,Methoxybenzoate 4 mM + Kan,D5,0.0388055555555555,2026-04-14 19:15:41.859228
exp2,5,7,0.376,Methoxybenzoate 4 mM + Kan,D9,0.0388055555555555,2026-04-14 19:15:41.859228
exp2,5,7,0.233,Methoxybenzoate 4 mM + Kan,D10,0.0388055555555555,2026-04-14 19:15:41.859228
exp2,5,7,0.053,Methoxybenzoate 4 mM + Kan,E4,0.0388055555555555,2026-04-14 19:15:41.859228
exp2,5,7,0.077,Methoxybenzoate 4 mM + Kan,E9,0.0388055555555555,2026-04-14 19:15:41.859228
exp2,5,7,0.365,Methoxybenzoate 4 mM + Kan,F4,0.0388055555555555,2026-04-14 19:15:41.859228
exp2,5,8,0.406,Methoxybenzoate 4 mM + Kan,B4,0.0388333333333333,2026-04-14 21:24:28.154565
exp2,5,8,0.051,Methoxybenzoate 4 mM + Kan,B5,0.0388333333333333,2026-04-14 21:24:28.154565
exp2,5,8,0.344,Methoxybenzoate 4 mM + Kan,C4,0.0388333333333333,2026-04-14 21:24:28.154565
exp2,5,8,0.397,Methoxybenzoate 4 mM + Kan,C9,0.0388333333333333,2026-04-14 21:24:28.154565
exp2,5,8,0.425,Methoxybenzoate 4 mM + Kan,D4,0.0388333333333333,2026-04-14 21:24:28.154565
exp2,5,8,0.041,Methoxybenzoate 4 mM + Kan,D5,0.0388333333333333,2026-04-14 21:24:28.154565
exp2,5,8,0.388,Methoxybenzoate 4 mM + Kan,D9,0.0388333333333333,2026-04-14 21:24:28.154565
exp2,5,8,0.273,Methoxybenzoate 4 mM + Kan,D10,0.0388333333333333,2026-04-14 21:24:28.154565
exp2,5,8,0.058,Methoxybenzoate 4 mM + Kan,E4,0.0388333333333333,2026-04-14 21:24:28.154565
exp2,5,8,0.151,Methoxybenzoate 4 mM + Kan,E9,0.0388333333333333,2026-04-14 21:24:28.154565
exp2,5,8,0.43,Methoxybenzoate 4 mM + Kan,F4,0.0388333333333333,2026-04-14 21:24:28.154565
exp2,5,9,0.408,Methoxybenzoate 4 mM + Kan,B4,0.0392499999999999,2026-04-14 23:33:40.517899
exp2,5,9,0.06,Methoxybenzoate 4 mM + Kan,B5,0.0392499999999999,2026-04-14 23:33:40.517899
exp2,5,9,0.39,Methoxybenzoate 4 mM + Kan,C4,0.0392499999999999,2026-04-14 23:33:40.517899
exp2,5,9,0.399,Methoxybenzoate 4 mM + Kan,C9,0.0392499999999999,2026-04-14 23:33:40.517899
exp2,5,9,0.424,Methoxybenzoate 4 mM + Kan,D4,0.0392499999999999,2026-04-14 23:33:40.517899
exp2,5,9,0.044,Methoxybenzoate 4 mM + Kan,D5,0.0392499999999999,2026-04-14 23:33:40.517899
exp2,5,9,0.385,Methoxybenzoate 4 mM + Kan,D9,0.0392499999999999,2026-04-14 23:33:40.517899
exp2,5,9,0.323,Methoxybenzoate 4 mM + Kan,D10,0.0392499999999999,2026-04-14 23:33:40.517899
exp2,5,9,0.065,Methoxybenzoate 4 mM + Kan,E4,0.0392499999999999,2026-04-14 23:33:40.517899
exp2,5,9,0.183,Methoxybenzoate 4 mM + Kan,E9,0.0392499999999999,2026-04-14 23:33:40.517899
exp2,5,9,0.434,Methoxybenzoate 4 mM + Kan,F4,0.0392499999999999,2026-04-14 23:33:40.517899
exp2,5,10,0.404,Methoxybenzoate 4 mM + Kan,B4,0.0388611111111111,2026-04-15 01:43:19.681243
exp2,5,10,0.074,Methoxybenzoate 4 mM + Kan,B5,0.0388611111111111,2026-04-15 01:43:19.681243
exp2,5,10,0.391,Methoxybenzoate 4 mM + Kan,C4,0.0388611111111111,2026-04-15 01:43:19.681243
exp2,5,10,0.4,Methoxybenzoate 4 mM + Kan,C9,0.0388611111111111,2026-04-15 01:43:19.681243
exp2,5,10,0.426,Methoxybenzoate 4 mM + Kan,D4,0.0388611111111111,2026-04-15 01:43:19.681243
exp2,5,10,0.05,Methoxybenzoate 4 mM + Kan,D5,0.0388611111111111,2026-04-15 01:43:19.681243
exp2,5,10,0.389,Methoxybenzoate 4 mM + Kan,D9,0.0388611111111111,2026-04-15 01:43:19.681243
exp2,5,10,0.376,Methoxybenzoate 4 mM + Kan,D10,0.0388611111111111,2026-04-15 01:43:19.681243
exp2,5,10,0.09,Methoxybenzoate 4 mM + Kan,E4,0.0388611111111111,2026-04-15 01:43:19.681243
exp2,5,10,0.225,Methoxybenzoate 4 mM + Kan,E9,0.0388611111111111,2026-04-15 01:43:19.681243
exp2,5,10,0.438,Methoxybenzoate 4 mM + Kan,F4,0.0388611111111111,2026-04-15 01:43:19.681243
exp2,5,11,0.406,Methoxybenzoate 4 mM + Kan,B4,0.038,2026-04-15 03:52:30.615931
exp2,5,11,0.135,Methoxybenzoate 4 mM + Kan,B5,0.038,2026-04-15 03:52:30.615931
exp2,5,11,0.393,Methoxybenzoate 4 mM + Kan,C4,0.038,2026-04-15 03:52:30.615931
exp2,5,11,0.398,Methoxybenzoate 4 mM + Kan,C9,0.038,2026-04-15 03:52:30.615931
exp2,5,11,0.426,Methoxybenzoate 4 mM + Kan,D4,0.038,2026-04-15 03:52:30.615931
exp2,5,11,0.058,Methoxybenzoate 4 mM + Kan,D5,0.038,2026-04-15 03:52:30.615931
exp2,5,11,0.386,Methoxybenzoate 4 mM + Kan,D9,0.038,2026-04-15 03:52:30.615931
exp2,5,11,0.383,Methoxybenzoate 4 mM + Kan,D10,0.038,2026-04-15 03:52:30.615931
exp2,5,11,0.143,Methoxybenzoate 4 mM + Kan,E4,0.038,2026-04-15 03:52:30.615931
exp2,5,11,0.285,Methoxybenzoate 4 mM + Kan,E9,0.038,2026-04-15 03:52:30.615931
exp2,5,11,0.439,Methoxybenzoate 4 mM + Kan,F4,0.038,2026-04-15 03:52:30.615931
exp2,5,12,0.398,Methoxybenzoate 4 mM + Kan,B4,0.038,2026-04-15 06:01:47.345973
exp2,5,12,0.168,Methoxybenzoate 4 mM + Kan,B5,0.038,2026-04-15 06:01:47.345973
exp2,5,12,0.393,Methoxybenzoate 4 mM + Kan,C4,0.038,2026-04-15 06:01:47.345973
